audio_path,language,category,condition,reference_text,duration_sec
datasets/evaluation/pa/2_whisper_low_checkin.wav,pa,checkin,whisper_low,ਸਤਿ ਸ੍ਰੀ ਅਕਾਲ ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ ਇਹ ਵਾਣੀ ਸੇਤੂ ਹੈ,3.23
datasets/evaluation/pa/2_urgent_fast_checkin.wav,pa,checkin,urgent_fast,ਸਤਿ ਸ੍ਰੀ ਅਕਾਲ ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ ਇਹ ਵਾਣੀ ਸੇਤੂ ਹੈ,2.85
datasets/evaluation/or/0_clean_evacuation.wav,or,evacuation,clean,ବନ୍ୟା ଜଳ ବୃଦ୍ଧି ପାଉଛି ତୁରନ୍ତ ଖାଲି କରନ୍ତୁ,3.16
datasets/evaluation/or/0_drone_0db_evacuation.wav,or,evacuation,drone_0db,ବନ୍ୟା ଜଳ ବୃଦ୍ଧି ପାଉଛି ତୁରନ୍ତ ଖାଲି କରନ୍ତୁ,3.16
datasets/evaluation/or/0_telephone_g711_evacuation.wav,or,evacuation,telephone_g711,ବନ୍ୟା ଜଳ ବୃଦ୍ଧି ପାଉଛି ତୁରନ୍ତ ଖାଲି କରନ୍ତୁ,3.16
datasets/evaluation/or/0_artillery_blast_evacuation.wav,or,evacuation,artillery_blast,ବନ୍ୟା ଜଳ ବୃଦ୍ଧି ପାଉଛି ତୁରନ୍ତ ଖାଲି କରନ୍ତୁ,3.16
datasets/evaluation/or/0_whisper_low_evacuation.wav,or,evacuation,whisper_low,ବନ୍ୟା ଜଳ ବୃଦ୍ଧି ପାଉଛି ତୁରନ୍ତ ଖାଲି କରନ୍ତୁ,3.16
datasets/evaluation/or/0_urgent_fast_evacuation.wav,or,evacuation,urgent_fast,ବନ୍ୟା ଜଳ ବୃଦ୍ଧି ପାଉଛି ତୁରନ୍ତ ଖାଲି କରନ୍ତୁ,2.89
datasets/evaluation/or/1_clean_medical.wav,or,medical,clean,ତୁରନ୍ତ ଡାକ୍ତରୀ ସାହାଯ୍ୟ ଆବଶ୍ୟକ ଟିମ ପଠାନ୍ତୁ,3.13
datasets/evaluation/or/1_drone_0db_medical.wav,or,medical,drone_0db,ତୁରନ୍ତ ଡାକ୍ତରୀ ସାହାଯ୍ୟ ଆବଶ୍ୟକ ଟିମ ପଠାନ୍ତୁ,3.13
datasets/evaluation/or/1_telephone_g711_medical.wav,or,medical,telephone_g711,ତୁରନ୍ତ ଡାକ୍ତରୀ ସାହାଯ୍ୟ ଆବଶ୍ୟକ ଟିମ ପଠାନ୍ତୁ,3.13
datasets/evaluation/or/1_artillery_blast_medical.wav,or,medical,artillery_blast,ତୁରନ୍ତ ଡାକ୍ତରୀ ସାହାଯ୍ୟ ଆବଶ୍ୟକ ଟିମ ପଠାନ୍ତୁ,3.13
datasets/evaluation/or/1_whisper_low_medical.wav,or,medical,whisper_low,ତୁରନ୍ତ ଡାକ୍ତରୀ ସାହାଯ୍ୟ ଆବଶ୍ୟକ ଟିମ ପଠାନ୍ତୁ,3.13
datasets/evaluation/or/1_urgent_fast_medical.wav,or,medical,urgent_fast,ତୁରନ୍ତ ଡାକ୍ତରୀ ସାହାଯ୍ୟ ଆବଶ୍ୟକ ଟିମ ପଠାନ୍ତୁ,2.89
datasets/evaluation/or/2_clean_checkin.wav,or,checkin,clean,ନମସ୍କାର ଆପଣ କେମିତି ଅଛନ୍ତି ଏହା ବାଣୀ ସେତୁ,3.6
datasets/evaluation/or/2_drone_0db_checkin.wav,or,checkin,drone_0db,ନମସ୍କାର ଆପଣ କେମିତି ଅଛନ୍ତି ଏହା ବାଣୀ ସେତୁ,3.6
datasets/evaluation/or/2_telephone_g711_checkin.wav,or,checkin,telephone_g711,ନମସ୍କାର ଆପଣ କେମିତି ଅଛନ୍ତି ଏହା ବାଣୀ ସେତୁ,3.6
datasets/evaluation/or/2_artillery_blast_checkin.wav,or,checkin,artillery_blast,ନମସ୍କାର ଆପଣ କେମିତି ଅଛନ୍ତି ଏହା ବାଣୀ ସେତୁ,3.6
datasets/evaluation/or/2_whisper_low_checkin.wav,or,checkin,whisper_low,ନମସ୍କାର ଆପଣ କେମିତି ଅଛନ୍ତି ଏହା ବାଣୀ ସେତୁ,3.6
datasets/evaluation/or/2_urgent_fast_checkin.wav,or,checkin,urgent_fast,ନମସ୍କାର ଆପଣ କେମିତି ଅଛନ୍ତି ଏହା ବାଣୀ ସେତୁ,3.33
datasets/evaluation/en/0_clean_evacuation.wav,en,evacuation,clean,Flood water rising evacuate immediately,2.45
datasets/evaluation/en/0_drone_0db_evacuation.wav,en,evacuation,drone_0db,Flood water rising evacuate immediately,2.45
datasets/evaluation/en/0_telephone_g711_evacuation.wav,en,evacuation,telephone_g711,Flood water rising evacuate immediately,2.45
datasets/evaluation/en/0_artillery_blast_evacuation.wav,en,evacuation,artillery_blast,Flood water rising evacuate immediately,2.45
datasets/evaluation/en/0_whisper_low_evacuation.wav,en,evacuation,whisper_low,Flood water rising evacuate immediately,2.45
datasets/evaluation/en/0_urgent_fast_evacuation.wav,en,evacuation,urgent_fast,Flood water rising evacuate immediately,2.18
datasets/evaluation/en/1_clean_medical.wav,en,medical,clean,Urgent medical assistance needed send rescue team,2.99
datasets/evaluation/en/1_drone_0db_medical.wav,en,medical,drone_0db,Urgent medical assistance needed send rescue team,2.99
datasets/evaluation/en/1_telephone_g711_medical.wav,en,medical,telephone_g711,Urgent medical assistance needed send rescue team,2.99
datasets/evaluation/en/1_artillery_blast_medical.wav,en,medical,artillery_blast,Urgent medical assistance needed send rescue team,2.99
datasets/evaluation/en/1_whisper_low_medical.wav,en,medical,whisper_low,Urgent medical assistance needed send rescue team,2.99
datasets/evaluation/en/1_urgent_fast_medical.wav,en,medical,urgent_fast,Urgent medical assistance needed send rescue team,2.77
datasets/evaluation/en/2_clean_checkin.wav,en,checkin,clean,Hello how are you this is VaaniSetu radio,2.57
datasets/evaluation/en/2_drone_0db_checkin.wav,en,checkin,drone_0db,Hello how are you this is VaaniSetu radio,2.57
datasets/evaluation/en/2_telephone_g711_checkin.wav,en,checkin,telephone_g711,Hello how are you this is VaaniSetu radio,2.57
datasets/evaluation/en/2_artillery_blast_checkin.wav,en,checkin,artillery_blast,Hello how are you this is VaaniSetu radio,2.57
datasets/evaluation/en/2_whisper_low_checkin.wav,en,checkin,whisper_low,Hello how are you this is VaaniSetu radio,2.57
datasets/evaluation/en/2_urgent_fast_checkin.wav,en,checkin,urgent_fast,Hello how are you this is VaaniSetu radio,2.46
